School,Term,Code,Title,Instructor
Cornell University,SP22,COLLS 3970,Independent Study - Senior Project,Annetta Alexandridis (aa376)
Cornell University,SP22,COLLS 4990,Honors Research I,Ken Roberts ()
Cornell University,SP22,COLLS 4991,Honors Research II,
Cornell University,SP22,COML 1104,FWS: Reading Films,Junting Huang (jh2358)
Cornell University,SP22,COML 1105,FWS: Books with Big Ideas,Amrita Chakraborty (ac2847)
Cornell University,SP22,COML 1106,FWS: Robots,Nitzan Tal (nt354)
Cornell University,SP22,COML 1119,FWS: A Taste of Russian Literature,Jessica Ness (jln84)
Cornell University,SP22,COML 1134,FWS: Reading Poetry,Elias Beltran (ejb327)
Cornell University,SP22,COML 1136,FWS: Rhetorics of Race,Tianyi Shou (ts833)
Cornell University,SP22,COML 1137,"FWS: Wonderful Things: Orientalism in Art, Literature and Culture",Kholoud Hussein (kbh68)
Cornell University,SP22,COML 2000,Introduction to Visual Studies,Marc Kohlbry (mck222)
Cornell University,SP22,COML 2003,Sounding Literature in the World,Raissa Krivitsky (rvk3)
Cornell University,SP22,COML 2032,Contemporary Narratives by Latina Writers,Didi Park (dp625)
Cornell University,SP22,COML 2035,Science Fiction,Parisa Vaziri (pv248)
Cornell University,SP22,COML 2050,Introduction to Poetry,Kholoud Hussein (kbh68)
Cornell University,SP22,COML 2241,Game of Thrones: Multi-Media Fantasies,Jolene Rickard (jkr33)
Cornell University,SP22,COML 2703,Thinking Media,Jolene Rickard (jkr33)
Cornell University,SP22,COML 2750,Introduction to Humanities,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3021,Literary Theory on the Edge,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3115,"Video and New Media: Art, Theory, Politics",Jolene Rickard (jkr33)
Cornell University,SP22,COML 3262,Global Cinema II,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3336,Border Environments,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3440,The Tragic Theatre,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3486,Ruined Landscapes and the Visual Archive,Jolene Rickard (jkr33)
Cornell University,SP22,COML 3550,Decadence,Junting Huang (jh2358)
Cornell University,SP22,COML 3580,Imagining Migration in Film and Literature,Debra Castillo (dac9)
Cornell University,SP22,COML 3636,Ancient Beginnings of The Enlightenment: Lucian of Samosata,Anindita Banerjee (ab425)
Cornell University,SP22,COML 3744,Modern Sephardi and Mizrahi Identities,
Cornell University,SP22,COML 3780,What is a People? The Social Contract and its Discontents,
Cornell University,SP22,COML 3811,Theory and Practice of Translation,Nancy Pollak (np27)
Cornell University,SP22,COML 3985,Literature of Leaving China,Andrea Bachner (asb76)
Cornell University,SP22,COML 4008,Literature and Relationality,Erik Born (ecb234)
Cornell University,SP22,COML 4200,Independent Study,Karen Pinkus (kep44)
Cornell University,SP22,COML 4240,The Animal,Philip Lorenz (pal37)
Cornell University,SP22,COML 4251,Existentialism,Timothy Murray (tcm1)
Cornell University,SP22,COML 4354,Media and Experience,Jessica Bardsley (jb2368)
Cornell University,SP22,COML 4423,The City: Asia,Debra Castillo (dac9)
Cornell University,SP22,COML 4809,Global Networks,Frederick Ahl (fma2)
Cornell University,SP22,COML 4930,Senior Essay,Patricia Keller (pmk73)
Cornell University,SP22,COML 4940,Senior Essay,Ellis Hanson (eh36)
Cornell University,SP22,COML 6136,Empathy: Affects and Sociality in Literature and Theory,Sabine Haenni (sh322)
Cornell University,SP22,COML 6159,Literary Theory on the Edge,Michael Fontaine (mf268)
Cornell University,SP22,COML 6200,Independent Study,Deborah Starr (das86)
Cornell University,SP22,COML 6336,Border Environments,Tracy McNulty (tkm9)
Cornell University,SP22,COML 6354,Media and Experience,Nancy Pollak (np27)
Cornell University,SP22,COML 6623,The City: Asia,Nick Admussen (na347)
Cornell University,SP22,COML 6685,Literature of Leaving China,Eman Ghanayem (eag249)
Cornell University,SP22,COML 6809,Global Networks,Tracy McNulty (tkm9)
Cornell University,SP22,COML 6850,Gramsci and Cultural Politics,
Cornell University,SP22,COMM 1300,Visual Communication,Diane Bailey (deb332)
Cornell University,SP22,COMM 2010,Oral Communication,Diane Bailey (deb332)
Cornell University,SP22,COMM 2310,Writing about Communication,Diane Bailey (deb332)
Cornell University,SP22,COMM 2450,Communication and Technology,Diane Bailey (deb332)
Cornell University,SP22,COMM 2760,Persuasion and Social Influence,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 2850,"Communication, Environment, Science, and Health",Jodi Cohen (jrc442)
Cornell University,SP22,COMM 2990,Directed Research Experience,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3010,Writing and Producing the Narrative for Digital Media,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3080,Capstone Course in Environmental and Sustainability Communication: From the Lab to the World,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3110,Educational Psychology,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3200,New Media and Society,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3210,Communication and the Environment,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3450,Human-Computer Interaction Design,Jodi Cohen (jrc442)
Cornell University,SP22,COMM 3760,Planning Communication Campaigns,Lauren Chambliss (elc55)
Cornell University,SP22,COMM 3800,Television in the Digital Age,Lauren Chambliss (elc55)
Cornell University,SP22,COMM 4201,Information Policy: Applied Research and Analysis,Chao Yu (cy395)
Cornell University,SP22,COMM 4220,Psychology of Entertainment Media,Poppy McLeod (plm29)
Cornell University,SP22,COMM 4400,Qualitative User Research and Design Methods,Jonathon Schuldt (jps56)
Cornell University,SP22,COMM 4450,Computer-Mediated Communication,Dawn Schrader (des14)
Cornell University,SP22,COMM 4490,Social Behavior and Technology,Neil Lewis (nal46)
Cornell University,SP22,COMM 4760,Population Health Communication,Katherine Sender (ks785)
Cornell University,SP22,COMM 4800,Behavioral Science Interventions,Christopher Byrne (cpb76)
Cornell University,SP22,COMM 4940,Special Topics in Communication,Christopher Byrne (cpb76)
Cornell University,SP22,COMM 4970,Individual Study in Communication,Lauren Chambliss (elc55)
Cornell University,SP22,COMM 4980,Communication Teaching Experience,Theresa Pendergrast (tlp59)
Cornell University,SP22,COMM 4990,Independent Research,Theresa Pendergrast (tlp59)
Cornell University,SP22,COMM 5660,Science Communication Workshop,Theresa Pendergrast (tlp59)
Cornell University,SP22,COMM 5800,Behavioral Science Interventions,Theresa Pendergrast (tlp59)
Cornell University,SP22,COMM 6450,Computer-Mediated Communication,Theresa Pendergrast (tlp59)
Cornell University,SP22,COMM 6490,Social Behavior and Technology,Claire Wardle (cw736)
Cornell University,SP22,COMM 6810,Advanced Communication Theory,Danielle Eiseman (dle58)
Cornell University,SP22,COMM 6830,Qualitative Research Methods in Communication,Qian Yang (qy242)
Cornell University,SP22,COMM 7970,Graduate Independent Study,Qian Yang (qy242)
Cornell University,SP22,COMM 7990,Graduate Research,Qian Yang (qy242)
Cornell University,SP22,COMM 9900,Doctoral-Level Dissertation Research,Qian Yang (qy242)
Cornell University,SP22,CRP 1101,The Global City,Victoria Beard (vab57)
Cornell University,SP22,CRP 1109,FWS: Cities and Regions,Thomas Campanella (tc538)
Cornell University,SP22,CRP 2010,"People, Planning, and Politics in the City",John Forester (jff1)
Cornell University,SP22,CRP 3001,MentURS II,Thomas Campanella (tc538)
Cornell University,SP22,CRP 3072,"Land Use, Environmental Planning, and Urban Design Workshop",George Frantz (grf4)
Cornell University,SP22,CRP 3348,Design Connect,Michael Tomlan (mat4)
Cornell University,SP22,CRP 3720,Contemporary Italy: Politics and Society,Gregory Smith (gos2)
Cornell University,SP22,CRP 3723,European Cities,Serena Muccitelli (sm2522)
Cornell University,SP22,CRP 3850,Special Topics in Planning,Pedro Molina (pjm343)
Cornell University,SP22,CRP 3900,"City and Regional Futures: Planning Practice, Policy and Design",Neema Kudva (nk78)
Cornell University,SP22,CRP 4040,Urban Economics,Xue Zhang (xz435)
Cornell University,SP22,CRP 4160,Rome Workshop,Linda Shi (ls886)
Cornell University,SP22,CRP 4440,Resource Management and Environment Law,Nancy Brooks (nb275)
Cornell University,SP22,CRP 4590,Legal Aspects of Land Use Planning,Gregory Smith (gos2)
Cornell University,SP22,CRP 4680,Urban Spatial Data Analytics,Gregory Smith (gos2)
Cornell University,SP22,CRP 4770,Seminar on Issues in African Development,Richard Booth (rsb6)
Cornell University,SP22,CRP 4900,Student-Faculty Research,Richard Booth (rsb6)
Cornell University,SP22,CRP 4920,Undergraduate Honors Thesis Research,Richard Booth (rsb6)
Cornell University,SP22,CRP 4930,Undergraduate Honors Thesis Writing,Richard Booth (rsb6)
Cornell University,SP22,CRP 4940,URS Internship,Richard Booth (rsb6)
Cornell University,SP22,CRP 4970,Independent Study,Richard Booth (rsb6)
Cornell University,SP22,CRP 5040,Urban Economics,Richard Booth (rsb6)
Cornell University,SP22,CRP 5072,"Land Use, Environmental Planning, and Urban Design Workshop",Richard Booth (rsb6)
Cornell University,SP22,CRP 5074,Economic and Community Development Workshop,Stephan Schmidt (sjs96)
Cornell University,SP22,CRP 5076,International Planning and Development Workshop,N'Dri Assie-Lumumba (na12)
Cornell University,SP22,CRP 5080,Introduction to GIS for Planners,
Cornell University,SP22,CRP 5120,Public and Spatial Economics for Planners,
Cornell University,SP22,CRP 5160,Rome Workshop,
Cornell University,SP22,CRP 5250,Introductory Methods of Planning Analysis,George Frantz (grf4)
Cornell University,SP22,CRP 5320,Real Estate Development Process I,Gerard Finin (gaf24)
Cornell University,SP22,CRP 5321,Real Estate Development Process II,
Cornell University,SP22,CRP 5348,Design Connect,Nancy Brooks (nb275)
Cornell University,SP22,CRP 5370,Real Estate Seminar Series,Mitchell Glass (mjg374)
Cornell University,SP22,CRP 5440,Resource Management and Environmental Law,George Frantz (grf4)
Cornell University,SP22,CRP 5460,Introduction to Community and Environment Dispute Resolution,Mildred Warner (mew15)
Cornell University,SP22,CRP 5530,Land Use and Spatial Planning Methods,George Frantz (grf4)
Cornell University,SP22,CRP 5545,Urban Adaptation to Climate Change,Waishan Qiu (wq43)
Cornell University,SP22,CRP 5563,Real Estate Project Workshop,Nancy Brooks (nb275)
Cornell University,SP22,CRP 5590,Legal Aspects of Land Use Planning,Gregory Smith (gos2)
Cornell University,SP22,CRP 5630,Problems in Contemporary Preservation Practice,Gregory Smith (gos2)
Cornell University,SP22,CRP 5640,Building Materials Conservation,John Carruthers (jc3474)
Cornell University,SP22,CRP 5661,Planning and Preservation Practice: Work Weekend,Bradford Wellstead (baw2)
Cornell University,SP22,CRP 5680,Urban Spatial Data Analytics,Bradford Wellstead (baw2)
Cornell University,SP22,CRP 5720,Contemporary Italy: Politics and Society,Michael Tomlan (mat4)
Cornell University,SP22,CRP 5723,European Cities,Cody Danks Burke (cad54)
Cornell University,SP22,CRP 5850,Special Topics,Richard Booth (rsb6)
Cornell University,SP22,CRP 6490,Special Topics: Social-Policy Planning,Richard Booth (rsb6)
Cornell University,SP22,CRP 6560,Real Estate Transactions and Deal Structuring,Richard Booth (rsb6)
Cornell University,SP22,CRP 6597,Real Estate Competitions II: ULI Hines,Richard Booth (rsb6)
Cornell University,SP22,CRP 6610,Seminar in American Urban History,John Forester (jff1)
Cornell University,SP22,CRP 6720,International Institutions,Jennifer Minner (jm2359)
Cornell University,SP22,CRP 6770,Seminar on Issues in African Development,Linda Shi (ls886)
Cornell University,SP22,CRP 6901,Real Estate Review,Christopher Volk (chv7)
Cornell University,SP22,CRP 6940,Planning Internship in Rome,Richard Booth (rsb6)
Cornell University,SP22,CRP 7850,"City and Regional Futures: Planning Practice, Policy and Design",Richard Booth (rsb6)
Cornell University,SP22,CRP 7940,Planning Internship,Richard Booth (rsb6)
Cornell University,SP22,CRP 7970,Independent Study for Graduate Students,Richard Booth (rsb6)
Cornell University,SP22,CRP 8900,Planning Research Seminar,Richard Booth (rsb6)
Cornell University,SP22,CRP 8901,M.R.P. Exit Project: Research,Nathaniel Guest (ncg1)
Cornell University,SP22,CRP 8902,M.R.P. Exit Project: Research Paper-Writing,Kristen Olson (kev8)
Cornell University,SP22,CRP 8904,M.R.P. Exit Project: Professional Report-Writing,
Cornell University,SP22,CRP 8906,M.R.P. Exit Project: Thesis-Writing,Stephan Schmidt (sjs96)
Cornell University,SP22,CRP 8910,Masters Thesis in Regional Science,Gregory Smith (gos2)
Cornell University,SP22,CRP 8950,Masters Thesis in Historic Preservation Planning,Serena Muccitelli (sm2522)
Cornell University,SP22,CRP 9920,Doctoral Dissertation,Pedro Molina (pjm343)
Cornell University,SP22,CS 1110,Introduction to Computing Using Python,Lillian Lee (ljl2)
Cornell University,SP22,CS 1112,Introduction to Computing Using MATLAB,Lillian Lee (ljl2)
Cornell University,SP22,CS 1132,Short Course in MATLAB,Lillian Lee (ljl2)
Cornell University,SP22,CS 1133,Short Course in Python,Lillian Lee (ljl2)
Cornell University,SP22,CS 1300,Introductory Design and Programming for the Web,Lillian Lee (ljl2)
Cornell University,SP22,CS 1340,Choices and Consequences in Computing,Lillian Lee (ljl2)
Cornell University,SP22,CS 1380,Data Science for All,Lillian Lee (ljl2)
Cornell University,SP22,CS 1710,Introduction to Cognitive Science,Lillian Lee (ljl2)
Cornell University,SP22,CS 1998,Freshmen and Nontechnical Team Projects,Lillian Lee (ljl2)
Cornell University,SP22,CS 2043,UNIX Tools and Scripting,Lillian Lee (ljl2)
Cornell University,SP22,CS 2110,Object-Oriented Programming and Data Structures,Lillian Lee (ljl2)
Cornell University,SP22,CS 2111,Programming Practicum,Lillian Lee (ljl2)
Cornell University,SP22,CS 2300,Intermediate Design and Programming for the Web,Lillian Lee (ljl2)
Cornell University,SP22,CS 2800,Discrete Structures,Lillian Lee (ljl2)
Cornell University,SP22,CS 3110,Data Structures and Functional Programming,Lillian Lee (ljl2)
Cornell University,SP22,CS 3152,Introduction to Computer Game Architecture,Lillian Lee (ljl2)
Cornell University,SP22,CS 3410,Computer System Organization and Programming,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 3420,Embedded Systems,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4090,Teaching Experience in Computer Science,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4120,Introduction to Compilers,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4121,Practicum in Compilers,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4152,Advanced Topics in Computer Game Architecture,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4160,Formal Verification,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4220,Numerical Analysis: Linear and Nonlinear Problems,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4410,Operating Systems,Kit-Yee Daisy Fan (kdf4)
Cornell University,SP22,CS 4411,Practicum in Operating Systems,Craig Frey (ccf27)
Cornell University,SP22,CS 4670,Introduction to Computer Vision,Royal Westwater (rw547)
Cornell University,SP22,CS 4700,Foundations of Artificial Intelligence,Royal Westwater (rw547)
Cornell University,SP22,CS 4701,Practicum in Artificial Intelligence,Royal Westwater (rw547)
Cornell University,SP22,CS 4744,Computational Linguistics I,Royal Westwater (rw547)
Cornell University,SP22,CS 4758,Autonomous Mobile Robots,Royal Westwater (rw547)
Cornell University,SP22,CS 4780,Introduction to Machine Learning,Karen Levy (kl838)
Cornell University,SP22,CS 4783,Mathematical Foundations of Machine Learning,Sumanta Basu (sb2457)
Cornell University,SP22,CS 4789,Introduction to Reinforcement Learning,Sumanta Basu (sb2457)
Cornell University,SP22,CS 4810,Introduction to Theory of Computing,Sumanta Basu (sb2457)
Cornell University,SP22,CS 4820,Introduction to Analysis of Algorithms,Sumanta Basu (sb2457)
Cornell University,SP22,CS 4830,Introduction to Cryptography,Sumanta Basu (sb2457)
Cornell University,SP22,CS 4850,Mathematical Foundations for the Information Age,Shaun Nichols (sbn44)
Cornell University,SP22,CS 4852,Networks II: Market Design,Walker White (wmw2)
Cornell University,SP22,CS 4997,Practical Training in Computer Science,Walker White (wmw2)
Cornell University,SP22,CS 4998,Team Projects,Walker White (wmw2)
Cornell University,SP22,CS 4999,Independent Reading and Research,Noah Stephens-Davidowitz (nhs59)
Cornell University,SP22,CS 5120,Introduction to Compilers,Curran Muhlberger (cdm89)
Cornell University,SP22,CS 5121,Practicum in Compilers,Ronald DiNapoli (rd29)
Cornell University,SP22,CS 5135,Computational Integer Programming,David Gries (djg17)
Cornell University,SP22,CS 5150,Software Engineering,David Gries (djg17)
Cornell University,SP22,CS 5152,Advanced Topics in Computer Game Architecture,David Gries (djg17)
Cornell University,SP22,CS 5160,Formal Verification,David Gries (djg17)
Cornell University,SP22,CS 5223,Numerical Analysis: Linear and Nonlinear Problems,David Gries (djg17)
